Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Arrosage;0,41667;Nettoyage de la pompe d'arrosage normale ;12/10/2024;machine6;12/10/2024 11:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Nettoyage filtre d'arrosage au centre / controle de la pression d'arrosage au centre ;12/10/2024;machine1;12/10/2024 23:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,86667;Nettoyage du convoyeur /demander a l'operateur de degager le coupeau a chaque lancement ;11/10/2024;machine2;11/10/2024 09:38;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Mécanique;0;Verification de l'outil dans la broche / verification du programme de la piece / redemarrage machine ;11/10/2024;machine4;11/10/2024 12:00;SURCHARGE BROCHE;0;01-Broche;;;;
Mécanique;1,3;Verification amplificateur d'axe Z / verification faux rond et parallelisme et force de serrage : faux rond ( 0.002   -0.02)  parallelisme suivant Y (-0.018    0) parallelisme suivant X (0    0)   force de serrage : 8.9KN ;11/10/2024;machine2;11/10/2024 13:42;BLOCAGE AXES PRINCIPAUX;0;023-Axe Z;;;;
Mécanique;0,75;Deblocage du convoyeur (nettoyage de la chaine du convoyeur) / rearmer le disjoncteur du convoyeur ;11/10/2024;machine3;12/10/2024 06:00;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Mécanique;0,5;Retour a l'etat initiale du preneur / verification de l'etat du capteur du preneur ;11/10/2024;machine3;11/10/2024 13:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1;Renitialisation de l'alarme du variateur de l'axe lineaire du magasin outil / retour du preneur a l'etat initiale ;11/10/2024;machine3;11/10/2024 18:48;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Pneumatique;0,25;Installation soufflette ;11/10/2024;machine10;11/10/2024 15:10;MANQUE SOUFFLETTE;0;07-Système pneumatique;;;;
Mécanique;3,33333;Chnagement ressort + essaie chnagement d'outils ok ;11/10/2024;machine2;11/10/2024 05:10;BLOCAGE CHANGEMENT D'OUTIL;2,3;06-Changement d'outils;RESSORT 2X10X79.5;M-RESS0005;1.0;2,3
Arrosage;0,36667;Nettoyage du circuit d'arrosage normal / nettoyage du filtre d'arrosage normal et des buses de la broche ;10/10/2024;machine2;10/10/2024 09:33;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,78333;Demontag et remontage cartaire axe z / nettoyage a l'interieure entre le carter et vis a bille ;10/10/2024;machine2;10/10/2024 07:43;BLOCAGE AXES PRINCIPAUX;0;02-Axes;;;;
Mécanique;0,41667;Nettoyage du conne d'outils / retour ATC a sa position initiale ;10/10/2024;machine4;10/10/2024 11:50;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,58333;Verification au niveau d'arrosage au centre / remplissage du reservoire d'arrosage au centre ;10/10/2024;machine1;10/10/2024 13:35;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;2;Nettoyage du filtre d'arrosage du convoyeur / nettoyage de la pompe d'arrosage du convoyeur ;10/10/2024;machine1;10/10/2024 10:10;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,16667;Pb operateur / relacher l'arret d'urgence ;10/10/2024;machine6;10/10/2024 12:00;DEFAUT OPERATEUR;0;03-Armoire électrique ;;;;
Mécanique;0,25;Restauration des conditions de changement d'outil automatique ;09/10/2024;machine3;09/10/2024 21:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,5;Reset power machine / rearmer le disjoncteur du moteur du convoyeur / tester le bridage et debridage de palette ;09/10/2024;machine3;09/10/2024 12:15;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Mécanique;0;-;09/10/2024;machine5;09/10/2024;BLOCAGE AXES PRINCIPAUX;528,46;02-Axes;RELAIS 10 BROCHE OMRON;M-REL0005;2.0;138,88
Mécanique;0;-;09/10/2024;machine5;09/10/2024;BLOCAGE AXES PRINCIPAUX;528,46;02-Axes;SECURITE PORTE NHX;M-CAPT0010;1.0;389,58
Electrique;1;Verification faux rond et parallelisme X/Y et force de serrage : faux rond( 0.02    0.04) parallelisme suivantY (0    -0.025)   suivant X (  0   -0.01) force de serrage 17.5 KN ;08/10/2024;machine4;08/10/2024 19:40;PANNE ELECTRIQUE;0;01-Broche;;;;
Electrique;0,66667;Verification du faux rond et parallelisme X/Y et force de serrage : faux rond ( 0.01   0.025)   parallelisme suivant Y (-0.01      0)  parallelisme suivant X (-0.008     0) force de serrage 19.5 KN;08/10/2024;machine4;08/10/2024 19:40;PANNE ELECTRIQUE;0;01-Broche;;;;
Electrique;0,33333;Verification du faux rond et parallelisme X/Y et force de serrage : faux rond (0.01  0.025) parallelisme suivant Y (0   0.01) parallelisme suivant X : (0     0);08/10/2024;machine4;08/10/2024 19:40;PANNE ELECTRIQUE;0;01-Broche;;;;
Electrique;0,33333;Verification du faux rond et parallelisme X/Y et force de serrage : faux rond( 0.01    0.025)   parallelisme {suivant Y (0   0.01)   suivant X (0    0)} force de serrage : 19.2 KN;08/10/2024;machine4;08/10/2024 19:40;PANNE ELECTRIQUE;0;01-Broche;;;;
Mécanique;0,41667;Nettoyage du coupaux / retour de la palette a la position d'origine ;08/10/2024;machine1;08/10/2024 13:55;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Pneumatique;0,66667;Changement du raccord rapide d'entrer de la machine ;08/10/2024;machine1;08/10/2024 12:20;FUITE D'AIR;0;11-Système pneumatique;;;;
Electrique;7;Attendre le dechargement du condensateur avant d'allumer la machine / diag: verification de carte electrique _ verification du relais d'arret d'urgence _ verification du module DCS _ verification de la tension d'entrer ;08/10/2024;machine1;08/10/2024 09:30;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Electrique;14,5;Verification de la tension entre le transfo et sectionneur principale (200V) AC / verification de la partie commande de (pw)/ redemarrer la machine ;08/10/2024;machine1;08/10/2024 17:30;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;1,61667;Verification du faux rond et parallelisme / verification de la force de serrage / demander au service prod de changer l'outil / faux rond (-0.008mm    -0.021mm) parallelisme {ZX (-0.02mm    0)  ZY(+0.018mm   0)} force de serrage 17.8KN;08/10/2024;machine6;08/10/2024 08:23;SURCHARGE BROCHE;0;01-Broche ;;;;
Programme;1,33333;Verification du parametre e fin de course / modifier sur parametre 1320 : 20000->25000;08/10/2024;machine8;08/10/2024 18:50;BLOCAGE AXES PRINCIPAUX;0;022-Axe Z;;;;
Mécanique;4,25;Verification du frein de l'axe C / verification amplificateur d'axe C / lancer programme pour mouvement axe C ;08/10/2024;machine2;08/10/2024 15:15;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Pneumatique;5,5;Montage -remontage schunck /alignement shunck / controle geo;08/10/2024;machine2;08/10/2024 07:30;FUITE D'AIR;0;02-Axes ;;;;
Mécanique;0,75;Fixation du carter de la broche ;08/10/2024;machine1;08/10/2024 07:30;CARTER DEFORME / CASSE / DEMONTE;0;01-Broche ;;;;
Mécanique;1,41667;Verification mouvement de la chaine du magasin changement d'outil / redemarrage de la machine / retour COA l'etat initiale ;08/10/2024;machine1;08/10/2024 14:35;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,75;Nettoyage de la pompe d'arrosage du convoyeur ;08/10/2024;machine6;08/10/2024 00:45;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Hydraulique;0,5;Remplissage du groupe hydraulique ;08/10/2024;machine5;08/10/2024 21:00;PRESSION HYDRAULIQUE FAIBLE;0;051-Groupe hydraulique ;;;;
Electrique;1,16667;Verification de tous les contacteur / redemarrage de la machine ;08/10/2024;machine3;08/10/2024 03:00;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Arrosage;0,65;Changement filtre d'arrosage au centre ;08/10/2024;machine4;08/10/2024 02:51;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Hydraulique;3,41667;Changement flexible hydraulique de tourelle + remplissage de groupe hydraulique ;08/10/2024;machine5;08/10/2024 22:45;FUITE D'HUILE;75;08-Tourelle;FLEXIBLE HYDRAULIQUE ZL 253;M-FLEX0006;1.0;75
Electrique;0,33333;Verification du faux rond et parallelisme X/Y et force de serrage : faux rond (0.01    0.025)   parallelisme suivant Y (-0.01     0)  parallelisme suivant X (-0.005     0) , force de serrage 19.5 KN ;07/10/2024;machine4;07/10/2024 21:00;PANNE ELECTRIQUE;0;01-Broche;;;;
Mécanique;2;Controle du nivlage machine / reglage gea axe B et C et indx / modification valeur B90 (componsation)=-0.005 / modification valeur MRZP (X=-326?191 _  Y= -254,301 _ Z= -472,950);07/10/2024;machine2;07/10/2024 08:30;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;1;Serrage des vis machine;07/10/2024;machine3;07/10/2024 08:15;VIBRATIONS;0;10-Bâti ;;;;
Pneumatique;0,08333;Restauration de la pression d'air machine ;07/10/2024;machine1;07/10/2024 18:45;MANQUE DE PRESSION;0;11-Système pneumatique;;;;
Arrosage;0,83333;Nettoyage du filtre du skimmer;07/10/2024;machine4;07/10/2024 08:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage de la pompe et filtre du tambour ;07/10/2024;machine6;07/10/2024 13:05;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;5,5;Verification des variateurs des axes et de l'alimentation / redemarrage machine ;07/10/2024;machine1;07/10/2024 18:30;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Electrique;0,66667;Installation d'une nouvelle lampe d'éclairage ;07/10/2024;machine2;07/10/2024 16:50;PROBLEME D'ECLAIRAGE // SIGNALISATION;0;033-équipement divers ;PROJECTEUR HAAS ;M-ECL0005;1.0;0
Mécanique;0,76667;Retour de l'origine du magasin d'outil / prendre l'origine du preneur ;07/10/2024;machine3;07/10/2024 08:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,41667;Nettoyage de la pompe du convoyeur / nettoyage des filtres du convoyeur;07/10/2024;machine6;07/10/2024 09:20;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,91667;Nettoyage de la pompe d'arrosage normal / nettoyage du reservoir d'arrosage ;07/10/2024;machine6;07/10/2024 08:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;1,16667;Nettoyage du filtre d'arrosage centre (SP149);07/10/2024;machine1;07/10/2024 06:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1,91667;Retour du changement de palette a l'etat initiale ;06/10/2024;machine1;;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,83333;Verification du capteur serrage et desserrage outil / nettoyage du cone de la broche ;06/10/2024;machine3;06/10/2024 08:00;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;1,91667;Retour du changement palette a l'etat initiale ;06/10/2024;machine1;06/10/2024 06:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage de la pompe ;05/10/2024;machine6;05/10/2024 09:10;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Electronique;5;CHANGEMENT CONNECTEUR DE LA CARTE MEMEOIRE + RENDU EN ETAT DEGRADEE;04/10/2024;machine8;04/10/2024 04:00;PROBLEME ELECTRONIQUE;185,18;;CONNECTEUR POUR CHARIOT SD ET CARTE MERE PR BIGLIA;M-C0013;1.0;185,18
Mécanique;1,25;Verifier le serrage desserage outil / retour a l'etat initial de changement d'outils ;04/10/2024;machine4;04/10/2024 08:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,25;Manque de l'effet arrosage centre dans les connes ;04/10/2024;machine1;04/10/2024 12:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Pneumatique;5,5;Montage schunk / refaire l'allignement et la circularite / lancer la piece test et la valide;04/10/2024;machine2;04/10/2024 12:00;FUITE D'AIR;0;02-Axes ;;;;
Hydraulique;0,53333;Remplissage du groupe hydraulique ;04/10/2024;machine1;04/10/2024 18:33;PRESSION HYDRAULIQUE FAIBLE;0;051-Groupe hydraulique;;;;
Mécanique;0,58333;Mise en place du magasin d'outils / renitialiser les conditions ATC / actionner manuellement le verin qui deplace le pot cote magasin a cote de la broche ;04/10/2024;machine1;04/10/2024 19:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,41667;Verification etat filtre d'arrosage au centre + changement filtre d'arrosage au centre ;04/10/2024;machine4;04/10/2024 17:35;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Arrosage;1,5;Nettoyage de la pompe d'arrosage / nettoyage des filtres du convoyeur et des buses ;04/10/2024;machine6;04/10/2024 15:45;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoyage de la pompe et des filtres du convoyeurs ;04/10/2024;machine6;04/10/2024 07:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;2,5;Bien nettoyer le filtre d'arrosage centre ;03/10/2024;machine4;03/10/2024 12:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoayge de la pompe d'arrosage normal / nettoyage du reservoir d'arrosage de la pompe d'arrosage normal ;03/10/2024;machine6;03/10/2024 15:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,91667;"Retour a l'etat initiale de changement palette / lancement du programme de changement palette ""M60""";03/10/2024;machine1;03/10/2024 18:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;1,66667;Nettoyage du circuit d'arrosage au centre et du limiteur de pression ;03/10/2024;machine6;03/10/2024 09:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage du convoyeur ;03/10/2024;machine1;03/10/2024 11:10;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,83333;Nettoyage du limiteur de pression de la pompe d'arrosage au centre / verification de la pression d'arrosage au centre ;02/10/2024;machine6;02/10/2024 12:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;"Verification de l'outil ""T43"" / verification de serrage et desserage outils ";02/10/2024;machine4;02/10/2024 07:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1;Nettoyage de la pompe et des filtres d'arrosage du convoyeur ;02/10/2024;machine6;02/10/2024 08:30;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,16667;Nettoyage tuyau et filtre d'arrosage ;02/10/2024;machine2;02/10/2024;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,33333;Renitialiser alarme machine / test serrage et desserage outil : ok ;02/10/2024;machine3;02/10/2024 00:10;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;2,75;Restauration de l'origine de l'axe lineaire du preneur / renitialisation de l'alarme sur le variateur a axe lineaire (alarme variateur  A.083);02/10/2024;machine3;02/10/2024 01:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,8;Redemarrage machine / verification de l'etat de l'outil;01/10/2024;machine4;01/10/2024 20:50;SURCHARGE BROCHE;0;01-Broche;;;;
Mécanique;0,43333;Retour a l'etat initiale de changement d'outils / reset power machine ;01/10/2024;machine3;01/10/2024 11:14;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Pneumatique;0,33333;Assemblage du tuyau d'aspiration ;01/10/2024;machine1;01/10/2024 23:00;FUITE D'AIR;0;11-Système pneumatique;;;;
Arrosage;0,46667;Nettoyage filtre de retour d'arrosage ;01/10/2024;machine2;01/10/2024 19:42;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,5;Nettoyage du convoyeur et de la pompe d'arrosage normal  / nettoyage reservoir d'arrosage ;01/10/2024;machine6;01/10/2024 16:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;7,41667;Changement filtre d'arrosage au centre;01/10/2024;machine4;30/09/2024 23:05;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Arrosage;0,66667;Changement filtre TSC ;30/09/2024;machine2;30/09/2024 14:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Hydraulique;0,33333;Changement de tuyau et raccordement de la pompe de lubrification 4eme/5eme axe ;30/09/2024;machine3;30/09/2024 12:00;FUITE D'HUILE;0;054-Lubrification Axes B et C;;;;
Electrique;0,25;Rearmer le disjoncteur differentiel qui protege les profibus ;30/09/2024;machine3;30/09/2024 12:15;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;1;Retour origine de changement de palette  ;30/09/2024;machine1;30/09/2024 18:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,66667;Retour changement palette a l'etat initiale / verification de la pression de la pompe hydraulique ;30/09/2024;machine6;30/09/2024 08:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Hydraulique;0,5;Elimination de fuite( serrage du vis de retour );30/09/2024;machine7;30/09/2024 17:30;FUITE D'HUILE;0;08-Tourelle;;;;
Arrosage;2,63333;Verification de l'etat du filtre / nettoyage du reservoir arrosage et pompe d'arrosage centre et normal ;29/09/2024;machine2;29/09/2024 19:57;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Hydraulique;0,41667;Remplissage groupe hydraulique / retour COA a l'etat initiale ;29/09/2024;machine1;29/09/2024 22:30;PRESSION HYDRAULIQUE FAIBLE;0;05-Unité de lubrification ;;;;
Mécanique;0,3;Retour a l'etat initial de la CPA ;28/09/2024;machine1;28/09/2024 01:17;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Hydraulique;0,58333;Elimination des fuites de retour d'huile en  serrant le vis de la tourelle ;28/09/2024;machine7;28/09/2024 09:10;FUITE D'HUILE;0;08-Tourelle;;;;
Arrosage;0,41667;Verification état d'outil + changer filtre d'arrosage au centre ;28/09/2024;machine4;28/09/2024 01:00;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Arrosage;0,41667;Nettoyage filtre d'arrosage centre / verification etat d'outil cote broche ;28/09/2024;machine4;28/09/2024 03:25;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;3,25;Demontage et montage protecteur d'axe Z / nettoyage vis a bille d'axe Z / reparation protecteur d'axe Z ;27/09/2024;machine2;27/09/2024 21:00;BLOCAGE PROTECTEUR;0;023-Axe Z;;;;
Arrosage;0,83333;Nettoyage filtre d'arrosage normal / nettoyage flexible entre le filtre et la pompe  d'arrosage normal / verification du fonctionnement d'arrosage normal ;27/09/2024;machine2;27/09/2024 07:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;3,83333;Reparation du bras changement d'outils / retour a l'etat initial de COA ;27/09/2024;machine1;27/09/2024 15:10;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,58333;Nettoyage pompe d'arrosage du convoyeur ;27/09/2024;machine6;27/09/2024 19:40;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Changement filtre d'arrosage au centre ;27/09/2024;machine4;27/09/2024 05:05;PROBLEME D'ARROSAGE;332,64;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;332,64
Arrosage;0,58333;Nettoyage du filtre de l'unite de tambour / nettoyage de la pompe d'arrosage convoyeur ;27/09/2024;machine6;27/09/2024 13:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,58333;Reset power machine / prendre origine de magasin d'outil ;27/09/2024;machine3;27/09/2024 01:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,75;Retour a l'etat initial de changement d'outils ;26/09/2024;machine3;26/09/2024 18:35;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,75;Nettoyage filtre d'arrosage normal / nettoyage circuit d'arrosage normal  ;26/09/2024;machine2;26/09/2024 06:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,5;Retour preneur a l'etat initiale / verification serrage et desserage outil ;26/09/2024;machine3;26/09/2024 07:15;BROCHE HS : SERRAGE OUTIL;0;06-Changement d'outils;;;;
Electronique;0,66667;Redemarrage machine / verification armoire electrique ;26/09/2024;machine4;26/09/2024 23:45;PROBLEME ELECTRONIQUE;0;03-Armoire électrique;;;;
Mécanique;0,5;Deblocage de changement palette ;26/09/2024;machine1;26/09/2024 09:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage circuit et de la pompe d'arrosage normal ;25/09/2024;machine2;25/09/2024 19:10;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,58333;Retour a l'etat initiale de changement d'outil / verification clampage et declampage d'outil ;25/09/2024;machine3;25/09/2024 17:20;BROCHE HS : SERRAGE OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,33333;Fixation capteur preneur / prendre l'origine du preneur / fixation capteur de presence outil ;25/09/2024;machine3;25/09/2024 22:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;0,83333;Remplissage groupe refroidissement / redemarrage machine ;25/09/2024;machine3;25/09/2024 04:30;PROBLEME DE REFROIDISSEMENT;0;01-Broche ;;;;
Mécanique;0,66667;Remplissage groupe hydraulique / retour etat initiale de bras changement d'outil / reglage pression d'air de bridage et debridage palette ;25/09/2024;machine1;25/09/2024;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,41667;Forcage du distrubuteur (unclump) pour liberer l'outils / faire le test avec plusieurs changement d'outils ;24/09/2024;machine4;24/09/2024 05:25;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,5;Controle clampage et declampage outil sur broche /restauration condition changement outil automatique ;24/09/2024;machine4;24/09/2024 09:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,66667;Nettoyage du filtre tambour du convoyeur / nettoyage des buses et du filtres de l'unite de tambour ;24/09/2024;machine1;24/09/2024 06:25;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;3,33333;Repartion de la palette / montage palette / prendre l'origine ;24/09/2024;machine4;24/09/2024 14:10;BLOCAGE OUTILLAGE;0;02-Axes;;;;
Hydraulique;0,66667;Remplissage du groupe hydraulique ;23/09/2024;machine8;23/09/2024 07:45;PRESSION HYDRAULIQUE FAIBLE;0;051-Groupe hydraulique;;;;
Arrosage;0,66667;Nettoyage du filtre de l'unite de tambour ;23/09/2024;machine4;23/09/2024 07:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,21667;Fermeture la trape de l'ATC / verification du fonctionnement de changement d'outil ;23/09/2024;machine4;23/09/2024 11:07;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,25;Restauration des conditions de changement outils automatique ;23/09/2024;machine1;23/09/2024 10:35;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electrique;0,5;Redamarrage de la machine / retour origine machine bien effectué / machine fonctionne ;23/09/2024;machine1;23/09/2024 23:30;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;0,5;Fermeture de la trape de l'ATC verification cone d'outil / demander l'operateur pour change l'outil N°19;23/09/2024;machine4;23/09/2024 12:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,5;Retour magasin et bras de changement d'outils ;22/09/2024;machine4;22/09/2024 10:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1;Retour COA a l'etat initiale ;22/09/2024;machine1;22/09/2024 10:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1;Nettoyage des filtres d'arrosage centre / verification de la pression de la pompe d'arrosage au centre ;21/09/2024;machine1;21/09/2024 00:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;1;Serrage des vis de la porte du preneur de changement d'outils / nettoyage de la porte / retour magasin et preneur de changement d'outils a l'etat initiale ;21/09/2024;machine3;21/09/2024 08:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,8;Retour origine de preneur et magasin d'outils ;21/09/2024;machine3;21/09/2024 06:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Pneumatique;0,66667;Changement du raccord du tuyau d'air a travers la broche / elimination de la fuite d'air ;20/09/2024;machine3;20/09/2024 16:00;FUITE D'AIR;0;08-Système pneaumatique;;;;
Hydraulique;1,08333;Verification de la pompe de graissage /  nettoyage des engrenages de la pompe ;20/09/2024;machine3;20/09/2024 00:45;PROBLEME DE GRAISSAGE;0;05-Unité de lubrification ;;;;
Mécanique;0,33333;Verification des conditions de la CPA / retour du CPA a l'etat d'origine ;20/09/2024;machine1;20/09/2024 16:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Hydraulique;244,5;Elimination fuite du groupe froid / reglage temperature a l'aide d'un regulateur ;20/09/2024;machine3;09/09/2024 08:30;PROBLEME DE REFROIDISSEMENT;0;09-Groupe frigorifique;;;;
Mécanique;0,41667;Deblocage du preneur ;19/09/2024;machine3;19/09/2024 16:00;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;9,5;Demontage du carter / nettoyage du frein axe X tete 2 / remontage carter /reparation et redressage du convoyeur ;19/09/2024;machine5;19/09/2024 09:00;BLOCAGE AXES PRINCIPAUX;0;042-convoyeur de copeaux;;;;
Mécanique;0,5;Retour a l'etat initiale de changement palette / verification des capteurs de position des capteurs de position de palette ;19/09/2024;machine1;19/09/2024 00:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage filtre de la pompe d'arrosage centre ;19/09/2024;machine2;19/09/2024 15:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,16667;Renitialiser alarme initiale / restauration de la condition de changement outil ;19/09/2024;machine4;19/09/2024 14:05;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
