Type de panne;Durée arrêt (h);Résultat;Date intervention;Désignation;Coût matériel;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité
Mécanique;20,25;;24/02/2022;machine2;12,9;RESSORT 3X17X70.4XDIM;M-RESS0004;2.0
Mécanique;2,5;;24/02/2022;machine1;0;;;
Arrosage;1;;24/02/2022;machine8;0;;;
Mécanique;1,58333;;24/02/2022;machine2;0;;;
Pneumatique;2,83333;;24/02/2022;machine1;0;;;
Mécanique;0,83333;;23/02/2022;machine5;0;;;
Mécanique;1,58333;;23/02/2022;machine5;0;;;
Electrique;0,83333;;23/02/2022;machine1;0;;;
Mécanique;2,91667;;23/02/2022;machine1;0;;;
Electronique;9,83333;;23/02/2022;machine2;0;;;
Arrosage;15;;23/02/2022;machine1;0;;;
Arrosage;2,08333;;23/02/2022;machine4;0;;;
Automate;3;;22/02/2022;machine1;0;;;
Electrique;10,75;;22/02/2022;machine1;0;;;
Mécanique;0,43333;;22/02/2022;machine4;0;;;
Mécanique;10,5;;22/02/2022;machine1;0;;;
Mécanique;43,33333;;21/02/2022;machine1;0;;;
Mécanique;21,5;;21/02/2022;machine2;0;;;
Arrosage;1,5;;21/02/2022;machine4;0;;;
Mécanique;13,16667;;21/02/2022;machine1;2404,44;POMPE GRUNDFOS MTS20-50 R38-DQ 3X200V/346;M-PPE0005;1.0
Arrosage;46,75;;21/02/2022;machine5;0;;;
Mécanique;0,41667;;21/02/2022;machine2;0;;;
Mécanique;25;;21/02/2022;machine2;0;;;
Mécanique;2579;;21/02/2022;machine1;68736,3;BAGUE ETENCHEITE TWVL 4000 N6;M-J0019;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ACCOUPLEMENT MOTEUR D'AXE C DMU;M-M0104;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ACCOUPLEMENT MOTEUR D'AXE B DMU 70;M-M0105;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;REGULATEUR AKO DF143230009;M-ELEC0010;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;SERVO MOTEUR AXE Y Z B C 1FT6084-8WF71-3DH1 SIEMENS;M-MOT0012;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;KIT PIGNONS AVEC COURONNE AXE B;M-M0017;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;KIT PIGNON AVEC COURONNE DENTEE AXE C;M-M0032;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;MIXING VALVE GRAISSAGE BROCHE;M-HYD0001;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ELECTROVANNE N8X1 XG24XBWN;M-EV0001;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ENSEMBLE JOINT AXE C;M-J0023;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;COURROIE DENTEE PO-GR GT3X640X8MX45;M-TRANS0001;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;COURROIE DE DISTRIBUTION PO-GR GT 3 720X8MX30;M-TRANS0004;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;JOINT TORIQUE;M-J0022;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;JOINT TORIQUE 50.52X1.78;M-J0024;4.0
Mécanique;2579;;21/02/2022;machine1;68736,3;JOINT A LEVRE AXE B TWVLV 5250 V;M-J0018;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;JOINT TORIQUE AXE C 375*5*NBR*70SH;M-J0014;3.0
Mécanique;2579;;21/02/2022;machine1;68736,3;JOINT ETANCHEITE V-SEAL TWVL 04000 N6;M-J0021;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT 608Z;M-RLT0019;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT YRT 260 VSP ;M-RLT0010;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT RADIAL YRT 395;M-RLT0011;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT FAG NJ205-E-TVP2;M-RLT0006;4.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT FAG NUP207-E-TVP2;M-RLT0007;4.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT 6006 FAG / Rollway;RLT0468;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT A AIGUILLES NKS22 ;RLT0728;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT DOUBLE ETANCHEITE SKF 6206;RLT0027;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;ROULEMENT A ROULEAUX CYLINDRIQUES SKF NJ206-ECP;M-RLT0009;4.0
Mécanique;2579;;21/02/2022;machine1;68736,3;TRANSMETTEUR RENISHAW OMI-2C ;M-MES0011;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;LAMPE DE CABINE DMU;M-ECL0001;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;PION DE CENTRAGE 7 X 22 (MM);M0283;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;CODEUR AXE B OU C HEIDENHAIN ( avec cable );M-MES0001;2.0
Mécanique;2579;;21/02/2022;machine1;68736,3;O RING;M-J0029;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;POMPE & TETE POMPE DE LUBRIFICATION AXE B ET C;M-PPE0001;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;SONDE TEMPERATURE PT 100 1M // SONDE DE BROCHE;M-SDE0003;1.0
Mécanique;2579;;21/02/2022;machine1;68736,3;BROCHE KESLER HSKA63 DMU;M-ELB0008;1.0
Mécanique;2560;;20/02/2022;machine7;0;;;
Mécanique;1,33333;;18/02/2022;machine1;0;;;
Hydraulique;6;;18/02/2022;machine1;0;;;
Mécanique;0,25;;18/02/2022;machine2;0;;;
Arrosage;30,58333;;18/02/2022;machine4;0;;;
Mécanique;0,33333;;18/02/2022;machine1;0;;;
Arrosage;2;;17/02/2022;machine2;0;;;
Arrosage;0,91667;;17/02/2022;machine4;0;;;
Arrosage;0,16667;;17/02/2022;machine5;0;;;
Mécanique;0,58333;;17/02/2022;machine5;0;;;
Arrosage;1,5;;17/02/2022;machine1;0;;;
Electrique;1,16667;;16/02/2022;machine1;31,48;DETECTEUR DE SERRAGE BROCHE ;M-D0007;1.0
Mécanique;3,5;;16/02/2022;machine4;0;;;
Electrique;0,5;;16/02/2022;machine5;0;;;
Arrosage;0,33333;;16/02/2022;machine1;0;;;
Electrique;0,75;;15/02/2022;machine1;0;;;
Electrique;1632;;15/02/2022;machine9;6885,3;SERVO AMPLIFIER MODULE A06B-6096-H104 ;M-VAR0017;1.0
Electrique;1632;;15/02/2022;machine9;6885,3;SERVO AMPLIFIER MODULE A06B-6096-H206  ;M-VAR0018;1.0
Electrique;1632;;15/02/2022;machine9;6885,3;SPINDLE DRIVE SPM-30  A06B-6102-H230#H520;M-VAR0016;1.0
Electrique;1632;;15/02/2022;machine9;6885,3;ELECTROVANNE SERRAGE DESSERAGE MANDRIN BROCHE PRINCIPALE;M-EV0006;1.0
Electrique;25,5;;14/02/2022;machine1;0;;;
Arrosage;2,16667;;14/02/2022;machine8;0;;;
Mécanique;0,58333;;11/02/2022;machine1;0;;;
Electrique;1,5;;10/02/2022;machine5;0;;;
Hydraulique;3;;09/02/2022;machine1;0;;;
Hydraulique;6,83333;;09/02/2022;machine1;21,57;CABLE AVEC CONNECTEUR M8 FEMELLE 5ML;M-CAB0021;1.0
Mécanique;1,66667;;09/02/2022;machine2;0;;;
Pneumatique;1;;09/02/2022;machine4;0;;;
Hydraulique;5,5;;09/02/2022;machine1;0;;;
Hydraulique;1,08333;;08/02/2022;machine1;0;;;
Arrosage;0,75;;08/02/2022;machine5;0;;;
Arrosage;2,08333;;08/02/2022;machine1;0;;;
Hydraulique;10,5;;08/02/2022;machine1;0;;;
Hydraulique;2,66667;;08/02/2022;machine1;0;;;
Arrosage;2,91667;;07/02/2022;machine1;0;;;
Arrosage;2,5;;07/02/2022;machine5;0;;;
Hydraulique;2,16667;;07/02/2022;machine8;0;;;
Electrique;2,16667;;07/02/2022;machine1;0;;;
Hydraulique;30,5;;07/02/2022;machine4;294,69;JEU FILTRE OUVERTURE 0.105;M-F0020;3.0
Arrosage;3;;04/02/2022;machine7;0;;;
Electrique;1,58333;;04/02/2022;machine1;0;;;
Mécanique;20,4;;04/02/2022;machine1;0;;;
Hydraulique;25,83333;;03/02/2022;machine1;0;;;
Mécanique;15,75;;03/02/2022;machine5;0;;;
Hydraulique;15;;03/02/2022;machine1;0;;;
Hydraulique;12,75;;03/02/2022;machine1;0;;;
Hydraulique;7,5;;03/02/2022;machine4;226,24;COOLANT NOZZLE (buse);M-J0043;7.0
Hydraulique;1,41667;;02/02/2022;machine1;0;;;
Mécanique;5,66667;;02/02/2022;machine5;0;;;
Mécanique;1,08333;;02/02/2022;machine5;0;;;
Mécanique;8;;01/02/2022;machine5;0;;;
Electrique;15;;01/02/2022;machine1;0;;;
Electrique;7,5;;01/02/2022;machine1;0;;;
Mécanique;0,58333;;01/02/2022;machine4;0;;;
Electrique;42;;01/02/2022;machine1;31,48;DETECTEUR DE SERRAGE BROCHE ;M-D0007;1.0
Mécanique;27,58333;;31/01/2022;machine1;622,43;KIT REPARATION MANDRIN UPC P ;M-M0072;1.0
Mécanique;27,58333;;31/01/2022;machine1;622,43;ANNEAU D'ARRET UPC P ;M-M0073;1.0
Electrique;11,5;;31/01/2022;machine2;0;;;
Arrosage;3,5;;28/01/2022;machine4;0;;;
Hydraulique;6,75;;28/01/2022;machine4;1245,28;Pompe de graissage de ZL;M-PPE0009;1.0
Electrique;0,91667;;28/01/2022;machine1;0;;;
Electrique;0,33333;;28/01/2022;machine1;0;;;
Mécanique;0,75;;28/01/2022;machine1;0;;;
Mécanique;10,66667;;28/01/2022;machine5;0;;;
Mécanique;177,5;;28/01/2022;machine1;0;;;
Mécanique;0,25;;27/01/2022;machine2;0;;;
Mécanique;6,83333;;27/01/2022;machine1;0;;;
Electrique;37,5;;27/01/2022;machine1;0;;;
Arrosage;1;;27/01/2022;machine5;0;;;
Electrique;23,5;;27/01/2022;machine1;43,14;CABLE AVEC CONNECTEUR M8 FEMELLE 5ML;M-CAB0021;2.0
Arrosage;1;;26/01/2022;machine1;0;;;
Arrosage;0,33333;;26/01/2022;machine1;0;;;
Arrosage;0,41667;;26/01/2022;machine4;0;;;
Arrosage;3;;26/01/2022;machine5;0;;;
Electrique;1;;26/01/2022;machine1;0;;;
Arrosage;4;;26/01/2022;machine1;0;;;
Mécanique;98;;25/01/2022;machine1;0;;;
Electrique;2,08333;;25/01/2022;machine1;0;;;
Electrique;2,33333;;25/01/2022;machine1;0;;;
Electrique;0,66667;;25/01/2022;machine1;0;;;
Hydraulique;6;;25/01/2022;machine1;0;;;
Hydraulique;2,41667;;24/01/2022;machine1;0;;;
Mécanique;1,08333;;24/01/2022;machine2;0;;;
Arrosage;1,25;;24/01/2022;machine4;0;;;
Electrique;21,16667;;24/01/2022;machine8;0;;;
Hydraulique;20,91667;;24/01/2022;machine1;0;;;
Mécanique;96;;24/01/2022;machine5;1439,62;VALVE QUICK EXHAUST 1/4 NPT PORTS;M-VA0002;1.0
Mécanique;96;;24/01/2022;machine5;1439,62;GUIDAGE LINEAIRE D'AXE x y z 35mmx1000mm ;M-GUI0017;1.0
Mécanique;2;;24/01/2022;machine4;0;;;
Arrosage;1,83333;;21/01/2022;machine1;0;;;
Electrique;1;;21/01/2022;machine1;0;;;
Mécanique;4,13333;;21/01/2022;machine1;0;;;
Mécanique;10,91667;;21/01/2022;machine2;0;;;
Mécanique;4,41667;;20/01/2022;machine2;0;;;
Electrique;4,5;;20/01/2022;machine1;0;;;
Mécanique;2;;20/01/2022;machine1;0;;;
Electrique;0,41667;;19/01/2022;machine1;0;;;
Arrosage;0,75;;19/01/2022;machine1;0;;;
Electrique;3,83333;;19/01/2022;machine1;0;;;
Hydraulique;1,25;;18/01/2022;machine1;0;;;
Arrosage;0,75;;18/01/2022;machine4;0;;;
Mécanique;0,5;;18/01/2022;machine4;0;;;
Mécanique;48;;17/01/2022;machine1;0;;;
Mécanique;46,75;;17/01/2022;machine4;0;;;
Hydraulique;3;;17/01/2022;machine1;0;;;
Hydraulique;50,5;;17/01/2022;machine1;0;;;
Mécanique;4,16667;;14/01/2022;machine1;0;;;
Hydraulique;6;;14/01/2022;machine1;0;;;
Hydraulique;2,5;;14/01/2022;machine1;0;;;
Mécanique;0,5;;14/01/2022;machine2;0;;;
Mécanique;1,5;;14/01/2022;machine4;0;;;
Mécanique;888;;14/01/2022;machine7;0;;;
Mécanique;33,5;;13/01/2022;machine10;622,43;KIT REPARATION MANDRIN UPC P ;M-M0072;1.0
Mécanique;33,5;;13/01/2022;machine10;622,43;ANNEAU D'ARRET UPC P ;M-M0073;1.0
Hydraulique;3;;13/01/2022;machine5;0;;;
Arrosage;3,91667;;12/01/2022;machine4;0;;;
Mécanique;7;;10/01/2022;machine10;622,43;KIT REPARATION MANDRIN UPC P ;M-M0072;1.0
Mécanique;7;;10/01/2022;machine10;622,43;ANNEAU D'ARRET UPC P ;M-M0073;1.0
Hydraulique;2,08333;;10/01/2022;machine1;0;;;
Electrique;41;;10/01/2022;machine8;0;;;
Mécanique;5,66667;;10/01/2022;machine7;0;;;
Mécanique;3;;10/01/2022;machine5;0;;;
Programme;0,41667;;07/01/2022;machine1;0;;;
Arrosage;1,5;;06/01/2022;machine1;0;;;
Hydraulique;11,66667;;06/01/2022;machine1;0;;;
Hydraulique;0,56667;;06/01/2022;machine1;0;;;
Mécanique;0,5;;05/01/2022;machine1;0;;;
Hydraulique;72,75;;05/01/2022;machine1;0;;;
Mécanique;0,25;;05/01/2022;machine1;0;;;
Hydraulique;7,91667;;04/01/2022;machine1;0;;;
Hydraulique;6;;04/01/2022;machine1;6616,99;SERVO MOTEUR AXE Y Z B C 1FT6084-8WF71-3DH1 SIEMENS;M-MOT0012;1.0
Hydraulique;1,5;;03/01/2022;machine1;0;;;
Hydraulique;1,58333;;03/01/2022;machine1;0;;;
Mécanique;1,83333;;03/01/2022;machine1;0;;;
Hydraulique;1;;03/01/2022;machine1;0;;;
Mécanique;0,66667;;03/01/2022;machine1;0;;;
Mécanique;3,25;;03/01/2022;machine1;0;;;
Mécanique;0,91667;;03/01/2022;machine1;0;;;
Mécanique;0,5;;03/01/2022;machine1;0;;;
Mécanique;14;;31/12/2021;machine1;0;;;
Mécanique;4,5;;31/12/2021;machine5;0;;;
Mécanique;4,5;;30/12/2021;machine5;0;;;
Hydraulique;10,5;;30/12/2021;machine2;0;;;
Hydraulique;12,5;;29/12/2021;machine1;0;;;
Mécanique;5;;29/12/2021;machine2;0;;;
Hydraulique;3;;29/12/2021;machine2;0;;;
Electrique;1,5;;28/12/2021;machine1;0;;;
Mécanique;4,5;;28/12/2021;machine2;0;;;
Mécanique;10,75;;27/12/2021;machine2;0;;;
Mécanique;101,5;;27/12/2021;machine1;21469,76;GUIDAGE LINEAIRE AXE Z - RAILS;M-GUI0003;2.0
Mécanique;101,5;;27/12/2021;machine1;21469,76;GUIDAGE LINEAIRE AXE Z - PATIN ;M-GUI0003;4.0
Mécanique;101,5;;27/12/2021;machine1;21469,76;BROCHE KESLER HSKA63 DMU;M-ELB0008;1.0
Mécanique;14,75;;26/12/2021;machine4;0;;;
Hydraulique;4,5;;24/12/2021;machine1;0;;;
Mécanique;0,66667;;24/12/2021;machine7;0;;;
Arrosage;4,33333;;23/12/2021;machine4;0;;;
Hydraulique;14,25;;23/12/2021;machine1;0;;;
Arrosage;1,08333;;22/12/2021;machine5;0;;;
Hydraulique;2,16667;;20/12/2021;machine4;0;;;
Hydraulique;3;;20/12/2021;machine1;0;;;
Mécanique;0,83333;;17/12/2021;machine4;0;;;
Mécanique;0,5;;16/12/2021;machine1;0;;;
Arrosage;0,5;;15/12/2021;machine1;0;;;
Arrosage;1,08333;;14/12/2021;machine4;0;;;
Mécanique;95,66667;;14/12/2021;machine1;630,24;CABLE ENTRE MOTEUR AXE B/C ET CN 7M;M-CAB0013;1.0
Mécanique;95,66667;;14/12/2021;machine1;630,24;CABLE ENTRE VARIATEUR AXE Z ET SME;M-CAB0014;1.0
Mécanique;95,66667;;14/12/2021;machine1;630,24;MIXING VALVE GRAISSAGE BROCHE;M-HYD0001;1.0
Mécanique;0,33333;;14/12/2021;machine5;0;;;
Electrique;8,5;;13/12/2021;machine1;0;;;
Mécanique;2,75;;13/12/2021;machine1;0;;;
Arrosage;1,41667;;13/12/2021;machine1;0;;;
Mécanique;4;;11/12/2021;machine1;0;;;
Electrique;6,75;;10/12/2021;machine5;0;;;
Mécanique;0,66667;;10/12/2021;machine1;0;;;
Mécanique;2;;10/12/2021;machine1;0;;;
Arrosage;0,5;;09/12/2021;machine1;0;;;
Mécanique;1,66667;;08/12/2021;machine1;0;;;
Mécanique;1;;08/12/2021;machine1;0;;;
Mécanique;4,66667;;08/12/2021;machine2;0;;;
Mécanique;3855;;07/12/2021;machine1;5184,84;VARIATEUR OMRAN SGDH-02AE // AXE LINEAIRE ET ROTATIF;M-VAR0008;1.0
Mécanique;3855;;07/12/2021;machine1;5184,84;VARIATEUR DE PUISSANCE OMRAN R7D-AP05H  // MAGASIN OUTIL;M-VAR0007;1.0
Mécanique;3855;;07/12/2021;machine1;5184,84;REGULATEUR AKO DF143230009;M-ELEC0010;1.0
Mécanique;3855;;07/12/2021;machine1;5184,84;ROULEMENT FAG NJ205-E-TVP2;M-RLT0006;2.0
Mécanique;3855;;07/12/2021;machine1;5184,84;ROULEMENT A ROULEAUX CYLINDRIQUES SKF NJ206-ECP;M-RLT0009;1.0
Arrosage;0,25;;07/12/2021;machine1;0;;;
Electrique;6;;07/12/2021;machine1;43,14;CABLE AVEC CONNECTEUR M8 FEMELLE 5ML;M-CAB0021;2.0
Electronique;1;;06/12/2021;machine5;230;CLAVIER DE PUPITRE RUBBER MILL GEN2;M-ELECTRO0004;1.0
Hydraulique;1,5;;06/12/2021;machine2;0;;;
Electrique;0,25;;06/12/2021;machine1;84;STYLET LISSE D6 CUBE 10X10 L32.5;M-MES0022;1.0
Mécanique;4;;06/12/2021;machine4;0;;;
Mécanique;0,41667;;06/12/2021;machine1;0;;;
Electrique;1,66667;;06/12/2021;machine1;0;;;
Electrique;108;;04/12/2021;machine4;31,48;DETECTEUR DE SERRAGE BROCHE ;M-D0007;1.0
Mécanique;9,83333;;03/12/2021;machine1;0;;;
Mécanique;0,75;;03/12/2021;machine7;0;;;
Electrique;0,28333;;03/12/2021;machine7;0;;;
Arrosage;6;;03/12/2021;machine8;0;;;
Mécanique;27,53333;;02/12/2021;machine4;0;;;
Hydraulique;0,83333;;02/12/2021;machine1;0;;;
Mécanique;1,25;;02/12/2021;machine1;0;;;
Mécanique;2,11667;;02/12/2021;machine7;0;;;
Electrique;2,41667;;01/12/2021;machine1;43,14;CABLE AVEC CONNECTEUR M8 FEMELLE 5ML;M-CAB0021;2.0
Electrique;2,25;;01/12/2021;machine1;0;;;
Arrosage;1;;01/12/2021;machine1;0;;;
Arrosage;2;;01/12/2021;machine1;0;;;
Mécanique;3,08333;;01/12/2021;machine2;0;;;
Arrosage;5,08333;;30/11/2021;machine4;0;;;
Electrique;20,75;;30/11/2021;machine1;0;;;
Hydraulique;6,5;;30/11/2021;machine1;0;;;
Electrique;3,08333;;29/11/2021;machine4;0;;;
Mécanique;22,83333;;29/11/2021;machine2;0;;;
Mécanique;2,5;;28/11/2021;machine5;0;;;
Electrique;10,08333;;27/11/2021;machine1;0;;;
Arrosage;1,41667;;26/11/2021;machine5;0;;;
Mécanique;0,83333;;26/11/2021;machine1;0;;;
Hydraulique;2;;26/11/2021;machine1;0;;;
Hydraulique;0,58333;;26/11/2021;machine1;0;;;
Arrosage;3,08333;;26/11/2021;machine4;0;;;
Electrique;2,58333;;26/11/2021;machine1;0;;;
Mécanique;0,5;;25/11/2021;machine1;0;;;
Electrique;0,16667;;25/11/2021;machine1;0;;;
Hydraulique;23,83333;;25/11/2021;machine4;0;;;
Mécanique;1,58333;;25/11/2021;machine2;0;;;
Mécanique;0,58333;;25/11/2021;machine2;0;;;
Mécanique;11,75;;24/11/2021;machine5;0;;;
Arrosage;6,5;;24/11/2021;machine1;0;;;
Arrosage;5;;24/11/2021;machine8;0;;;
Mécanique;2,5;;23/11/2021;machine1;0;;;
Electrique;7,25;;23/11/2021;machine1;0;;;
Mécanique;1,8;;23/11/2021;machine2;0;;;
Mécanique;8,75;;22/11/2021;machine2;0;;;
Mécanique;0,58333;;22/11/2021;machine7;0;;;
Mécanique;127;;21/11/2021;machine4;0;;;
Electrique;5,5;;21/11/2021;machine5;0;;;
Mécanique;1;;17/11/2021;machine5;0;;;
Electrique;1,33333;;17/11/2021;machine1;31,48;DETECTEUR DE SERRAGE BROCHE ;M-D0007;1.0
Electrique;0,5;;17/11/2021;machine1;0;;;
Mécanique;6,16667;;16/11/2021;machine1;0;RESSORT PRENEUR DMU 2*75*14;M-RESS0002;2.0
Hydraulique;6,08333;;16/11/2021;machine4;0;;;
Mécanique;1;;16/11/2021;machine1;0;;;
Hydraulique;1,5;;15/11/2021;machine1;0;;;
Mécanique;4;;15/11/2021;machine4;0;;;
Mécanique;1,5;;15/11/2021;machine2;0;;;
Hydraulique;1,08333;;15/11/2021;machine4;0;;;
Electrique;2,91667;;13/11/2021;machine1;0;;;
Mécanique;1;;12/11/2021;machine5;0;;;
Pneumatique;1;;12/11/2021;machine7;0;;;
Mécanique;1,08333;;11/11/2021;machine7;0;;;
Mécanique;120;;11/11/2021;machine5;0;;;
Mécanique;120;;11/11/2021;machine5;0;;;
Mécanique;120;;11/11/2021;machine5;0;;;
Mécanique;3,25;;11/11/2021;machine1;0;;;
Hydraulique;8,75;;11/11/2021;machine1;0;;;
Mécanique;1;;11/11/2021;machine7;0;;;
Mécanique;0,33333;;10/11/2021;machine1;0;;;
Mécanique;2,25;;10/11/2021;machine5;0;;;
Hydraulique;0,66667;;10/11/2021;machine1;0;;;
Hydraulique;1,66667;;10/11/2021;machine9;0;;;
Mécanique;2;;09/11/2021;machine1;0;;;
Mécanique;15;;09/11/2021;machine1;0;;;
Mécanique;3;;09/11/2021;machine1;0;;;
Hydraulique;0,56667;;09/11/2021;machine7;0;;;
Mécanique;7,75;;09/11/2021;machine5;0;;;
Arrosage;3,41667;;08/11/2021;machine4;0;;;
Electrique;6;;08/11/2021;machine1;0;;;
Mécanique;1,25;;08/11/2021;machine1;0;;;
Electrique;1,75;;08/11/2021;machine1;0;;;
Pneumatique;3,5;;08/11/2021;machine1;0;;;
Mécanique;16,66667;;08/11/2021;machine1;0;;;
Arrosage;13,58333;;05/11/2021;machine4;0;;;
Mécanique;1;;05/11/2021;machine1;0;;;
Arrosage;1,16667;;05/11/2021;machine1;0;;;
Mécanique;9,75;;05/11/2021;machine1;0;;;
Hydraulique;0,9;;04/11/2021;machine4;0;;;
Mécanique;144;;04/11/2021;machine5;0;;;
Electrique;1,5;;04/11/2021;machine1;0;;;
Mécanique;0,5;;03/11/2021;machine2;0;;;
Hydraulique;1,91667;;02/11/2021;machine4;0;;;
Mécanique;24;;02/11/2021;machine1;0;;;
Hydraulique;8,66667;;02/11/2021;machine1;0;;;
Mécanique;6,25;;02/11/2021;machine1;0;;;
Hydraulique;6,25;;01/11/2021;machine5;0;;;
Electrique;45,5;;01/11/2021;machine1;0;;;
Mécanique;0,5;;01/11/2021;machine1;0;;;
Electrique;2;;01/11/2021;machine1;0;;;
Mécanique;115,5;;01/11/2021;machine5;0;;;
Mécanique;1,5;;01/11/2021;machine7;0;;;
Mécanique;11;;01/11/2021;machine1;0;;;
Electrique;7,5;;01/11/2021;machine1;0;;;
Electrique;20,5;;31/10/2021;machine1;0;;;
Mécanique;17,76667;;31/10/2021;machine1;0;;;
Mécanique;37,16667;;30/10/2021;machine1;0;;;
Mécanique;2;;29/10/2021;machine1;0;;;
Mécanique;2,91667;;28/10/2021;machine1;0;;;
Electrique;41,5;;28/10/2021;machine1;0;;;
Electrique;24,5;;28/10/2021;machine1;0;;;
Electrique;3,5;;28/10/2021;machine1;0;;;
Mécanique;1,33333;;28/10/2021;machine7;0;;;
Mécanique;0,33333;;28/10/2021;machine7;0;;;
Electrique;13,75;;27/10/2021;machine1;0;;;
Arrosage;1,5;;27/10/2021;machine6;0;;;
Hydraulique;30,5;;27/10/2021;machine1;0;;;
Arrosage;8,25;;27/10/2021;machine6;0;;;
Arrosage;1,33333;;26/10/2021;machine1;0;;;
Electrique;15,66667;;26/10/2021;machine1;0;;;
Hydraulique;6,83333;;26/10/2021;machine1;0;;;
Electrique;14,5;;25/10/2021;machine2;0;;;
Mécanique;1,25;;25/10/2021;machine1;0;;;
Mécanique;4,66667;;25/10/2021;machine1;314,76;ANNEAU D'ARRET UPC P ;M-M0073;1.0
Mécanique;0,25;;25/10/2021;machine4;0;;;
Arrosage;0,5;;25/10/2021;machine5;0;;;
Arrosage;0,66667;;25/10/2021;machine1;0;;;
Electrique;9,25;;25/10/2021;machine1;0;;;
Mécanique;2,16667;;22/10/2021;machine1;0;;;
Mécanique;15,5;;22/10/2021;machine1;0;;;
Arrosage;1,5;;22/10/2021;machine4;0;;;
Arrosage;0,75;;22/10/2021;machine4;0;;;
Mécanique;7,5;;22/10/2021;machine4;0;;;
Mécanique;0,75;;21/10/2021;machine2;0;;;
Electrique;61,25;;20/10/2021;machine1;0;;;
Mécanique;15;;18/10/2021;machine1;0;;;
Mécanique;1,58333;;18/10/2021;machine1;0;;;
Hydraulique;4,08333;;07/10/2021;machine1;0;;;
Mécanique;1;;07/10/2021;machine1;0;;;
Mécanique;1,08333;;07/10/2021;machine1;0;;;
Electrique;9,25;;07/10/2021;machine1;0;;;
Mécanique;3;;07/10/2021;machine1;0;;;
Programme;7,5;;07/10/2021;machine5;0;;;
Mécanique;120;;07/10/2021;machine1;0;;;
Mécanique;12;;06/10/2021;machine6;0;;;
Mécanique;12;;06/10/2021;machine1;0;;;
Mécanique;12;;05/10/2021;machine2;0;;;
Electrique;12;;05/10/2021;machine1;0;;;
Mécanique;39;;04/10/2021;machine2;0;;;
Arrosage;2,75;;04/10/2021;machine4;0;;;
Electrique;2,5;;04/10/2021;machine1;0;;;
Mécanique;1082;;01/10/2021;machine5;1540;DOUBLE ARM CT40 30.12 IN LENGHT;CHG_OUTILS0001;1.0
Arrosage;2,91667;;30/09/2021;machine1;0;;;
Mécanique;2,16667;;30/09/2021;machine4;0;;;
Arrosage;2,16667;;30/09/2021;machine4;0;;;
Mécanique;2,25;;30/09/2021;machine4;0;;;
Arrosage;10;;30/09/2021;machine5;0;;;
Arrosage;1;;30/09/2021;machine5;0;;;
Mécanique;18,16667;;30/09/2021;machine5;0;;;
Arrosage;0,5;;30/09/2021;machine5;0;;;
Mécanique;2,66667;;30/09/2021;machine5;0;;;
Mécanique;120;;30/09/2021;machine1;0;;;
Pneumatique;1,06667;;29/09/2021;machine1;0;;;
Arrosage;1;;27/09/2021;machine1;0;;;
Electrique;10,5;;27/09/2021;machine1;0;;;
Mécanique;167,41667;;27/09/2021;machine2;0;;;
Electrique;2,55;;27/09/2021;machine1;0;;;
Mécanique;7,98333;;27/09/2021;machine1;0;;;
Arrosage;0,75;;27/09/2021;machine1;0;;;
Arrosage;17,41667;;27/09/2021;machine4;0;;;
Pneumatique;1,25;;27/09/2021;machine4;0;;;
Hydraulique;4,25;;27/09/2021;machine1;0;;;
Hydraulique;6,75;;27/09/2021;machine1;0;;;
Electrique;54;;27/09/2021;machine1;0;;;
Electrique;0,5;;27/09/2021;machine1;0;;;
Arrosage;1;;27/09/2021;machine5;0;;;
Pneumatique;1,58333;;25/09/2021;machine1;0;;;
