Type de panne;Durée arrêt (h);Date intervention;Désignation;Catégorie de panne;Nombre d'heures MO;Coût total intervention;[MO interne].Nom;[MO interne].Prénom;[MO interne].Nombre d'heures
Mécanique;3,25;27/09/2024;machine2;Mécanique;5;25;tech;seven;2
Mécanique;3,25;27/09/2024;machine2;Mécanique;5;25;tech;nine;0,5
Mécanique;3,25;27/09/2024;machine2;Mécanique;5;25;tech;five;0,5
Mécanique;3,25;27/09/2024;machine2;Mécanique;5;25;tech;three;2
Arrosage;0,83333;27/09/2024;machine2;Arrosage;0,58333;4,86;tech;six;0,58333
Mécanique;3,83333;27/09/2024;machine1;Mécanique;2,5;189,5;tech;five;2,5
Arrosage;0,58333;27/09/2024;machine6;Arrosage;0,5;25,17;tech;five;0,5
Arrosage;0,33333;27/09/2024;machine4;Arrosage;0,33333;332,64;tech;three;0,33333
Arrosage;0,58333;27/09/2024;machine6;Arrosage;0,25;23,08;tech;six;0,25
Mécanique;0,58333;27/09/2024;machine3;Mécanique;1;26,34;tech;seven;0,5
Mécanique;0,58333;27/09/2024;machine3;Mécanique;1;26,34;tech;three;0,5
Mécanique;0,75;26/09/2024;machine3;Mécanique;0,5;32,67;tech;five;0,5
Arrosage;0,75;26/09/2024;machine2;Arrosage;0,41667;3,47;tech;six;0,41667
Mécanique;0,5;26/09/2024;machine3;Mécanique;0,5;23,17;tech;six;0,5
Electronique;0,66667;26/09/2024;machine4;Electronique;0,41667;0;tech;three;0,41667
Mécanique;0,5;26/09/2024;machine1;Mécanique;0,33334;1,39;tech;four;0,16667
Mécanique;0,5;26/09/2024;machine1;Mécanique;0,33334;1,39;tech;eight;0,16667
Arrosage;0,33333;25/09/2024;machine2;Arrosage;0,33333;2,78;tech;five;0,33333
Mécanique;0,58333;25/09/2024;machine3;Mécanique;0,5;26,34;tech;five;0,5
Mécanique;1,33333;25/09/2024;machine3;Mécanique;2,33334;60,39;tech;seven;1,16667
Mécanique;1,33333;25/09/2024;machine3;Mécanique;2,33334;60,39;tech;three;1,16667
Hydraulique;0,83333;25/09/2024;machine3;Hydraulique;0,66667;31,67;tech;three;0,66667
Mécanique;0,66667;25/09/2024;machine1;Mécanique;1,16666;34,19;tech;seven;0,58333
Mécanique;0,66667;25/09/2024;machine1;Mécanique;1,16666;34,19;tech;three;0,58333
Mécanique;0,41667;24/09/2024;machine4;Mécanique;0,66666;2,78;tech;seven;0,33333
Mécanique;0,41667;24/09/2024;machine4;Mécanique;0,66666;2,78;tech;three;0,33333
Mécanique;1,5;24/09/2024;machine4;Mécanique;1,66667;13,89;tech;four;0,66667
Mécanique;1,5;24/09/2024;machine4;Mécanique;1,66667;13,89;tech;one;0,5
Mécanique;1,5;24/09/2024;machine4;Mécanique;1,66667;13,89;tech;six;0,5
Arrosage;1,66667;24/09/2024;machine1;Arrosage;3;25;tech;four;1,5
Arrosage;1,66667;24/09/2024;machine1;Arrosage;3;25;tech;six;1,5
Mécanique;3,33333;24/09/2024;machine4;Mécanique;8;41,65;tech;two;3
Mécanique;3,33333;24/09/2024;machine4;Mécanique;8;41,65;tech;five;2
Mécanique;3,33333;24/09/2024;machine4;Mécanique;8;41,65;tech;eight;3
Hydraulique;0,66667;23/09/2024;machine8;Hydraulique;0,33333;18,78;tech;six;0,33333
Arrosage;0,66667;23/09/2024;machine4;Arrosage;1;8,34;tech;four;0,5
Arrosage;0,66667;23/09/2024;machine4;Arrosage;1;8,34;tech;six;0,5
Mécanique;0,21667;23/09/2024;machine4;Mécanique;0,21667;1,8;tech;six;0,21667
Mécanique;0,25;23/09/2024;machine1;Mécanique;0,25;0;tech;eight;0,25
Electrique;0,5;23/09/2024;machine1;Electrique;1;26,17;tech;seven;0,5
Electrique;0,5;23/09/2024;machine1;Electrique;1;26,17;tech;three;0,5
Mécanique;0,5;23/09/2024;machine4;Mécanique;0,5;4,17;tech;six;0,5
Mécanique;0,5;22/09/2024;machine4;Mécanique;0,5;4,17;tech;one;0,5
Mécanique;1;22/09/2024;machine1;Mécanique;0,5;48,17;tech;one;0,5
Arrosage;1;21/09/2024;machine1;Arrosage;1;8,33;tech;five;1
Mécanique;1;21/09/2024;machine3;Mécanique;1;46,33;tech;one;1
Mécanique;0,8;21/09/2024;machine3;Mécanique;1,5;38,74;tech;seven;0,5
Mécanique;0,8;21/09/2024;machine3;Mécanique;1,5;38,74;tech;nine;0,5
Mécanique;0,8;21/09/2024;machine3;Mécanique;1,5;38,74;tech;three;0,5
Pneumatique;0,66667;20/09/2024;machine3;Pneumatique;0,33333;28,11;tech;six;0,33333
Hydraulique;1,08333;20/09/2024;machine3;Hydraulique;1;49,5;tech;five;1
Mécanique;0,33333;20/09/2024;machine1;Mécanique;0,33333;2,78;tech;six;0,33333
Hydraulique;244,5;20/09/2024;machine3;Hydraulique;7;9349,31;tech;seven;5
Hydraulique;244,5;20/09/2024;machine3;Hydraulique;7;9349,31;tech;five;2
Mécanique;0,41667;19/09/2024;machine3;Mécanique;0,33333;18,61;tech;four;0,33333
Mécanique;9,5;19/09/2024;machine5;Mécanique;20;306,63;tech;four;4,5
Mécanique;9,5;19/09/2024;machine5;Mécanique;20;306,63;tech;six;4,5
Mécanique;9,5;19/09/2024;machine5;Mécanique;20;306,63;tech;seven;4
Mécanique;9,5;19/09/2024;machine5;Mécanique;20;306,63;tech;nine;1
Mécanique;9,5;19/09/2024;machine5;Mécanique;20;306,63;tech;eight;6
Mécanique;0,5;19/09/2024;machine1;Mécanique;0,5;26,17;tech;five;0,5
Arrosage;0,33333;19/09/2024;machine2;Arrosage;0,33333;2,78;tech;six;0,33333
Mécanique;0,16667;19/09/2024;machine4;Mécanique;0,16667;0;tech;eight;0,16667
Mécanique;0,66667;19/09/2024;machine3;Mécanique;1,16666;30,19;tech;seven;0,58333
Mécanique;0,66667;19/09/2024;machine3;Mécanique;1,16666;30,19;tech;three;0,58333
Electrique;0,66667;19/09/2024;machine3;Electrique;0,5;29,5;tech;five;0,5
Electronique;0,75;19/09/2024;machine1;Electronique;0,75;39,25;tech;five;0,75
Mécanique;0,33333;18/09/2024;machine4;Mécanique;0,33333;2,78;tech;five;0,33333
Electrique;4,75;18/09/2024;machine4;Electrique;0,33333;2,78;tech;two;0,33333
Mécanique;0,58333;18/09/2024;machine1;Mécanique;1,49999;33,31;tech;four;0,58333
Mécanique;0,58333;18/09/2024;machine1;Mécanique;1,49999;33,31;tech;six;0,33333
Mécanique;0,58333;18/09/2024;machine1;Mécanique;1,49999;33,31;tech;eight;0,58333
Arrosage;0,61667;18/09/2024;machine2;Arrosage;0,5;0;tech;three;0,5
Mécanique;1;18/09/2024;machine3;Mécanique;2;46,33;tech;six;1
Mécanique;1;18/09/2024;machine3;Mécanique;2;46,33;tech;eight;1
Electrique;2;18/09/2024;machine4;Electrique;1,5;12,5;tech;two;1,5
Mécanique;1,5;18/09/2024;machine1;Mécanique;2;82,66;tech;four;1
Mécanique;1,5;18/09/2024;machine1;Mécanique;2;82,66;tech;six;1
Hydraulique;0,41667;18/09/2024;machine1;Hydraulique;0,33333;21,11;tech;five;0,33333
Mécanique;2;17/09/2024;machine4;Mécanique;0,33333;2,78;tech;seven;0,33333
Electrique;7,5;17/09/2024;machine4;Electrique;0,33333;2,78;tech;two;0,33333
Arrosage;3,41667;17/09/2024;machine6;Arrosage;2,33333;123;tech;three;2,33333
Mécanique;0,91667;17/09/2024;machine1;Mécanique;0,41667;43,8;tech;six;0,41667
Mécanique;4;17/09/2024;machine2;Mécanique;5;41,65;tech;four;1
Mécanique;4;17/09/2024;machine2;Mécanique;5;41,65;tech;two;1
Mécanique;4;17/09/2024;machine2;Mécanique;5;41,65;tech;six;3
Mécanique;0,58333;17/09/2024;machine1;Mécanique;1;34,01;tech;four;0,5
Mécanique;0,58333;17/09/2024;machine1;Mécanique;1;34,01;tech;six;0,5
Pneumatique;0,91667;16/09/2024;machine6;Pneumatique;0,25;35,08;tech;five;0,25
Mécanique;5;16/09/2024;machine2;Mécanique;5;41,65;tech;five;5
Mécanique;9,16667;16/09/2024;machine2;Mécanique;1;8,33;tech;five;1
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;four;3
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;two;4
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;six;3
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;seven;8
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;nine;6
Mécanique;35;16/09/2024;machine1;Mécanique;30;1739,92;tech;eight;6
Mécanique;0,41667;14/09/2024;machine1;Mécanique;0,33333;2,78;tech;one;0,33333
Arrosage;0,33333;14/09/2024;machine2;Arrosage;0,33333;2,78;tech;six;0,33333
Mécanique;2,91667;13/09/2024;machine2;Mécanique;3;24,99;tech;one;3
Arrosage;1,08333;13/09/2024;machine2;Arrosage;0,83333;0;tech;three;0,83333
Mécanique;0,41667;13/09/2024;machine2;Mécanique;0,41667;3,47;tech;six;0,41667
Mécanique;0,5;13/09/2024;machine3;Mécanique;0,5;23,17;tech;two;0,5
Mécanique;0,66667;13/09/2024;machine3;Mécanique;0,66667;30,88;tech;six;0,66667
Arrosage;3;13/09/2024;machine6;Arrosage;0,5;108;tech;three;0,5
Mécanique;0,5;12/09/2024;machine3;Mécanique;0,5;23,17;tech;five;0,5
Mécanique;1,25;12/09/2024;machine1;Mécanique;0,83334;3,47;tech;seven;0,41667
Mécanique;1,25;12/09/2024;machine1;Mécanique;0,83334;3,47;tech;three;0,41667
Mécanique;1,5;12/09/2024;machine2;Mécanique;1,5;12,5;tech;two;1,5
Mécanique;0,5;12/09/2024;machine1;Mécanique;0,5;4,17;tech;two;0,5
Mécanique;1,5;12/09/2024;machine1;Mécanique;0,75;247,19;tech;three;0,75
Electronique;1,08333;12/09/2024;machine1;Electronique;0,5;51,84;tech;six;0,5
Mécanique;1,58333;12/09/2024;machine1;Mécanique;3,83334;89,1;tech;one;1
Mécanique;1,58333;12/09/2024;machine1;Mécanique;3,83334;89,1;tech;seven;0,66667
Mécanique;1,58333;12/09/2024;machine1;Mécanique;3,83334;89,1;tech;nine;0,66667
Mécanique;1,58333;12/09/2024;machine1;Mécanique;3,83334;89,1;tech;three;1,5
Pneumatique;1,83333;11/09/2024;machine2;Pneumatique;0,66667;0;tech;three;0,66667
Mécanique;0,91667;11/09/2024;machine1;Mécanique;0,83333;47,27;tech;five;0,83333
Mécanique;0,25;11/09/2024;machine2;Mécanique;0,25;2,08;tech;six;0,25
Mécanique;3,08333;11/09/2024;machine3;Mécanique;2,83333;117,17;tech;three;2,83333
Mécanique;0,66667;11/09/2024;machine3;Mécanique;0,66667;30,88;tech;six;0,66667
Mécanique;0,75;11/09/2024;machine4;Mécanique;0,25;2,08;tech;seven;0,25
Hydraulique;0,5;11/09/2024;machine1;Hydraulique;0,41667;25,47;tech;six;0,41667
Mécanique;1,58333;11/09/2024;machine1;Mécanique;0,58333;72,45;tech;seven;0,33333
Mécanique;1,58333;11/09/2024;machine1;Mécanique;0,58333;72,45;tech;three;0,25
Arrosage;0,5;11/09/2024;machine6;Arrosage;0,41667;18;tech;three;0,41667
Arrosage;0,75;11/09/2024;machine1;Arrosage;0,75;6,25;tech;six;0,75
Electrique;2,41667;10/09/2024;machine3;Electrique;1,33333;102,94;tech;six;1,33333
Mécanique;2,5;10/09/2024;machine1;Mécanique;2,5;130,83;tech;two;2,5
Arrosage;7,41667;10/09/2024;machine3;Arrosage;8;323,49;tech;seven;2,5
Arrosage;7,41667;10/09/2024;machine3;Arrosage;8;323,49;tech;nine;2,5
Arrosage;7,41667;10/09/2024;machine3;Arrosage;8;323,49;tech;three;3
Arrosage;0,66667;10/09/2024;machine4;Arrosage;0,5;4,17;tech;six;0,5
Arrosage;0,5;10/09/2024;machine6;Arrosage;0,41667;18;tech;three;0,41667
Mécanique;0,96667;10/09/2024;machine6;Mécanique;1;43,13;tech;two;1
Mécanique;0,33333;10/09/2024;machine3;Mécanique;0,33333;15,45;tech;six;0,33333
Mécanique;1,5;10/09/2024;machine3;Mécanique;1,5;69,5;tech;six;1,5
Mécanique;14,16667;09/09/2024;machine1;Mécanique;0,33333;626,11;tech;two;0,33333
Arrosage;1,5;09/09/2024;machine2;Arrosage;0,16667;1,39;tech;five;0,16667
Arrosage;0,83333;09/09/2024;machine2;Arrosage;0,33333;2,78;tech;five;0,33333
Hydraulique;0,5;09/09/2024;machine7;Hydraulique;0,41667;3,47;tech;six;0,41667
Mécanique;0,75;09/09/2024;machine3;Mécanique;0,66667;28,5;tech;three;0,66667
Hydraulique;10,16667;09/09/2024;machine3;Hydraulique;1,66667;394,67;tech;seven;0,5
Hydraulique;10,16667;09/09/2024;machine3;Hydraulique;1,66667;394,67;tech;nine;0,5
Hydraulique;10,16667;09/09/2024;machine3;Hydraulique;1,66667;394,67;tech;three;0,66667
Mécanique;0,63333;09/09/2024;machine1;Mécanique;0,58333;32,73;tech;five;0,58333
Arrosage;1,75;08/09/2024;machine3;Arrosage;1,58333;79,69;tech;one;1,58333
Mécanique;2,75;08/09/2024;machine3;Mécanique;1,08333;113,52;tech;one;1,08333
Mécanique;0,41667;08/09/2024;machine3;Mécanique;0,41667;19,3;tech;one;0,41667
Mécanique;2,16667;08/09/2024;machine1;Mécanique;0,5;99,5;tech;one;0,5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;four;8
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;two;5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;one;2
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;six;8
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;seven;5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;nine;5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;five;5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;eight;3,5
Mécanique;15,08333;07/09/2024;machine10;Mécanique;46,5;919,87;tech;three;5
Mécanique;0,91667;07/09/2024;machine1;Mécanique;1,66666;54,21;tech;six;0,83333
Mécanique;0,91667;07/09/2024;machine1;Mécanique;1,66666;54,21;tech;nine;0,83333
Mécanique;0,25;07/09/2024;machine1;Mécanique;0,25;13,08;tech;six;0,25
Mécanique;0,5;07/09/2024;machine1;Mécanique;0,5;26,17;tech;seven;0,5
Arrosage;0,5;07/09/2024;machine2;Arrosage;1;8,34;tech;one;0,5
Arrosage;0,5;07/09/2024;machine2;Arrosage;1;8,34;tech;six;0,5
Arrosage;0,41667;07/09/2024;machine4;Arrosage;0,33333;2,78;tech;seven;0,33333
Hydraulique;0,41667;07/09/2024;machine3;Hydraulique;0,16667;17,22;tech;seven;0,16667
Arrosage;0,25;07/09/2024;machine6;Arrosage;0,25;11,08;tech;six;0,25
Mécanique;6,03333;06/09/2024;machine1;Mécanique;3,08333;291,16;tech;six;2,75
Mécanique;6,03333;06/09/2024;machine1;Mécanique;3,08333;291,16;tech;seven;0,33333
Arrosage;0,16667;06/09/2024;machine6;Arrosage;0,33334;8,78;tech;one;0,16667
Arrosage;0,16667;06/09/2024;machine6;Arrosage;0,33334;8,78;tech;six;0,16667
Arrosage;0,5;06/09/2024;machine2;Arrosage;0,41667;3,47;tech;one;0,41667
Arrosage;0,61667;06/09/2024;machine6;Arrosage;0,53333;26,64;tech;four;0,53333
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;two;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;one;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;six;18
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;seven;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;nine;4
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;eight;7
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;three;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;two;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;one;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;six;18
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;seven;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;nine;4
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;eight;7
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;three;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;two;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;one;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;six;18
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;seven;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;nine;4
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;eight;7
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;three;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;two;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;one;19
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;six;18
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;seven;8
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;nine;4
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;eight;7
Mécanique;516,58333;05/09/2024;machine2;Mécanique;83;13381,89;tech;three;8
Mécanique;4;05/09/2024;machine2;Mécanique;1;8,34;tech;six;0,5
Mécanique;4;05/09/2024;machine2;Mécanique;1;8,34;tech;nine;0,5
Arrosage;0,25;05/09/2024;machine2;Arrosage;0,25;2,08;tech;six;0,25
Mécanique;0,36667;05/09/2024;machine2;Mécanique;0,33333;0;tech;eight;0,33333
Mécanique;7,5;05/09/2024;machine4;Mécanique;7,5;54,15;tech;one;1
Mécanique;7,5;05/09/2024;machine4;Mécanique;7,5;54,15;tech;six;2
Mécanique;7,5;05/09/2024;machine4;Mécanique;7,5;54,15;tech;seven;1,5
Mécanique;7,5;05/09/2024;machine4;Mécanique;7,5;54,15;tech;nine;2
Mécanique;7,5;05/09/2024;machine4;Mécanique;7,5;54,15;tech;eight;1
Mécanique;7;05/09/2024;machine1;Mécanique;3;333;tech;seven;1,5
Mécanique;7;05/09/2024;machine1;Mécanique;3;333;tech;five;1,5
Pneumatique;0,3;05/09/2024;machine6;Pneumatique;0,25;12,88;tech;seven;0,25
Mécanique;23,08333;05/09/2024;machine2;Mécanique;5;41,65;tech;two;4
Mécanique;23,08333;05/09/2024;machine2;Mécanique;5;41,65;tech;seven;1
Arrosage;0,75;05/09/2024;machine2;Arrosage;0,75;6,25;tech;five;0,75
Mécanique;1,33333;04/09/2024;machine3;Mécanique;1,33333;53,45;tech;two;0,33333
Mécanique;1,33333;04/09/2024;machine3;Mécanique;1,33333;53,45;tech;eight;1
Arrosage;0,25;04/09/2024;machine6;Arrosage;0,25;11,08;tech;six;0,25
Mécanique;0,33333;03/09/2024;machine6;Mécanique;0,33333;14,78;tech;seven;0,33333
Hydraulique;0,16667;03/09/2024;machine6;Hydraulique;0,16667;7,39;tech;seven;0,16667
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;four;7
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;two;7
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;one;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;six;17
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;seven;10
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;nine;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;five;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;eight;7
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;four;7
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;two;7
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;one;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;six;17
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;seven;10
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;nine;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;five;16
Electrique;70,5;03/09/2024;machine3;Electrique;96;20492,4;tech;eight;7
Arrosage;0,41667;03/09/2024;machine2;Arrosage;0,33333;2,78;tech;five;0,33333
Mécanique;0,5;03/09/2024;machine2;Mécanique;0,5;4,17;tech;five;0,5
Mécanique;0,66667;03/09/2024;machine2;Mécanique;0,66667;1,39;tech;two;0,16667
Mécanique;0,66667;03/09/2024;machine2;Mécanique;0,66667;1,39;tech;eight;0,5
Informatique;1;02/09/2024;machine1;Informatique;1;8,33;tech;two;1
Mécanique;10;02/09/2024;machine2;Mécanique;5,99999;49,99;tech;six;2,33333
Mécanique;10;02/09/2024;machine2;Mécanique;5,99999;49,99;tech;seven;1,33333
Mécanique;10;02/09/2024;machine2;Mécanique;5,99999;49,99;tech;nine;2,33333
Mécanique;2,91667;02/09/2024;machine1;Mécanique;0,66666;133,89;tech;six;0,33333
Mécanique;2,91667;02/09/2024;machine1;Mécanique;0,66666;133,89;tech;nine;0,33333
Mécanique;5,7;02/09/2024;machine1;Mécanique;0,66666;5,56;tech;six;0,33333
Mécanique;5,7;02/09/2024;machine1;Mécanique;0,66666;5,56;tech;nine;0,33333
Arrosage;0,75;02/09/2024;machine4;Arrosage;0,5;4,17;tech;six;0,5
Arrosage;0,75;02/09/2024;machine4;Arrosage;0,41667;3,47;tech;six;0,41667
Arrosage;0,83333;02/09/2024;machine6;Arrosage;0,58333;34,86;tech;six;0,58333
Mécanique;13,66667;01/09/2024;machine3;Mécanique;0,5;523,5;tech;one;0,5
Mécanique;0,58333;01/09/2024;machine1;Mécanique;0,46667;29,56;tech;one;0,46667
Informatique;2;01/09/2024;machine3;Informatique;2;92,66;tech;one;2
Mécanique;1,38333;30/08/2024;machine3;Mécanique;2,5;60,9;tech;four;1
Mécanique;1,38333;30/08/2024;machine3;Mécanique;2,5;60,9;tech;three;1,5
Mécanique;2,58333;30/08/2024;machine3;Mécanique;2,5;119;tech;five;2,5
Mécanique;1,41667;30/08/2024;machine1;Mécanique;1,83333;4,17;tech;two;0,5
Mécanique;1,41667;30/08/2024;machine1;Mécanique;1,83333;4,17;tech;three;1,33333
Hydraulique;2,75;29/08/2024;machine7;Hydraulique;2,75;14,58;tech;six;1,75
Hydraulique;2,75;29/08/2024;machine7;Hydraulique;2,75;14,58;tech;three;1
Arrosage;0,5;29/08/2024;machine6;Arrosage;0,41667;18;tech;three;0,41667
Mécanique;1,08333;29/08/2024;machine3;Mécanique;2,16666;59,21;tech;six;1,08333
Mécanique;1,08333;29/08/2024;machine3;Mécanique;2,16666;59,21;tech;seven;1,08333
Arrosage;0,88333;29/08/2024;machine6;Arrosage;0,75;31,8;tech;three;0,75
Arrosage;0,33333;29/08/2024;machine6;Arrosage;0,33333;12;tech;three;0,33333
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;four;8
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;one;8
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;seven;6
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;five;6
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;eight;13
Mécanique;237,5;29/08/2024;machine3;Mécanique;47;9258,24;tech;three;6
Mécanique;3,33333;28/08/2024;machine3;Mécanique;7;143,33;tech;four;2
Mécanique;3,33333;28/08/2024;machine3;Mécanique;7;143,33;tech;eight;2
Mécanique;3,33333;28/08/2024;machine3;Mécanique;7;143,33;tech;three;3
Mécanique;0,4;28/08/2024;machine1;Mécanique;0,33333;20,38;tech;four;0,33333
Hydraulique;1,5;27/08/2024;machine10;Hydraulique;1;68,33;tech;two;0,33333
Hydraulique;1,5;27/08/2024;machine10;Hydraulique;1;68,33;tech;nine;0,66667
Pneumatique;0,33333;27/08/2024;machine2;Pneumatique;0,33333;2,78;tech;seven;0,33333
Mécanique;5,91667;27/08/2024;machine3;Mécanique;0,58333;229,69;tech;five;0,58333
Arrosage;0,33333;27/08/2024;machine4;Arrosage;0,33333;2,78;tech;two;0,33333
Electrique;1,5;26/08/2024;machine8;Electrique;0,58333;36;tech;three;0,58333
Arrosage;0,5;26/08/2024;machine2;Arrosage;0,5;4,17;tech;two;0,5
Mécanique;5,16667;26/08/2024;machine3;Mécanique;5;196,33;tech;three;5
Arrosage;1;26/08/2024;machine2;Arrosage;1;0;tech;three;1
Mécanique;0,33333;26/08/2024;machine3;Mécanique;0,33333;12,67;tech;eight;0,33333
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;two;4
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;seven;1
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;eight;10
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;two;4
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;seven;1
Hydraulique;107,91667;26/08/2024;machine2;Hydraulique;15;381,65;tech;eight;10
Arrosage;32,75;26/08/2024;machine2;Arrosage;4;33,32;tech;two;4
Arrosage;3,33333;26/08/2024;machine2;Arrosage;2,16666;18,04;tech;one;1,08333
Arrosage;3,33333;26/08/2024;machine2;Arrosage;2,16666;18,04;tech;five;1,08333
Arrosage;13,16667;25/08/2024;machine1;Arrosage;1;587,66;tech;seven;1
Arrosage;2,75;25/08/2024;machine4;Arrosage;0,58333;4,86;tech;one;0,58333
Mécanique;1,96667;25/08/2024;machine1;Mécanique;0,5;90,7;tech;one;0,5
Arrosage;1,41667;24/08/2024;machine4;Arrosage;1,16667;9,72;tech;one;1,16667
Arrosage;12,66667;24/08/2024;machine2;Arrosage;0,5;4,17;tech;one;0,5
Arrosage;0,66667;24/08/2024;machine6;Arrosage;0,5;24;tech;three;0,5
Mécanique;88,25;23/08/2024;machine2;Mécanique;10,5;0;tech;eight;10,5
Programme;18;23/08/2024;machine2;Programme;3;24,99;tech;two;3
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;four;20
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;two;3
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;one;12
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;seven;14
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;five;12
Mécanique;75;23/08/2024;machine3;Mécanique;65;3358,13;tech;three;4
Arrosage;0,83333;23/08/2024;machine6;Arrosage;0,58333;34,86;tech;four;0,58333
Electrique;1;23/08/2024;machine1;Electrique;1;8,33;tech;two;1
Arrosage;0,58333;23/08/2024;machine3;Arrosage;0,41667;22,17;tech;three;0,41667
Mécanique;0,25;22/08/2024;machine2;Mécanique;0,25;2,08;tech;one;0,25
Arrosage;0,75;22/08/2024;machine2;Arrosage;1;4,17;tech;seven;0,5
Arrosage;0,75;22/08/2024;machine2;Arrosage;1;4,17;tech;three;0,5
Mécanique;0,33333;22/08/2024;machine4;Mécanique;0,25;0;tech;three;0,25
